ObjectID,Meter Number,Status,Pay By Cell Number,Meter_Hours,Parking_Facility_Name,Facility,Borough,On_Street,Side_of_Street,From_Street,To_Street,Latitude,Longitude,X,Y,Location
818,1389691,Active,110016,2 HR Pas Mon-Sat 1300-1900,,On Street,Manhattan,Amsterdam Avenue,W,West 106 Street,West 107 Street,40.80084585,-73.96553265,993792.6784,231048.6151,POINT (-73.965532649468 40.800845849678)
11396,1043097,Active,101900,3HR Com Mon-Fri 1000-1400 /2HR Pas Mon-Fri 1900-2200 /2HR Pas Sat 0900-2200,,On Street,Manhattan,2 Avenue,W,East 10 Street,East 9 Street,40.72950471,-73.98712984,987817.0693,205055.0653,POINT (-73.987129839827 40.729504710631)
5556,3493045,Active,314198,2 HR Pas 0830-1900 Mon-Thur/ 4Hr Pas 0830-1900 Fri,,On Street,Brooklyn,New Utrecht Avenue,E,46 Street,45 Street,40.63943392,-73.99430973,985829.2357,172239.4495,POINT (-73.994309731774 40.63943392494)
6334,3593016,Active,334385,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,Utica Avenue,W,Avenue H,Avenue I,40.63221543,-73.92841201,1004120.158,169617.6234,POINT (-73.928412006192 40.632215425048)
10744,1433028,Retired,105453,6HR Pas Mon-Fri 1800-2400 /6HR Pas Sat 0800-2400,,On Street,Manhattan,West 45 Street,N,5 Avenue,Avenue of the Americas,40.75655259,-73.98207766,989215.3067,214909.7136,POINT (-73.982077656538 40.756552585244)
4528,3333059,Active,323488,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,Flatbush Avenue,W,Avenue S,Avenue T,40.61225521,-73.92556094,1004917.689,162346.2498,POINT (-73.925560935084 40.612255205323)
3463,4203050,Active,463943,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,65 Street,W,37 Avenue,39 Avenue,40.74645525,-73.89888797,1012266.885,211246.59,POINT (-73.898887969728 40.746455249908)
5466,3543068,Active,309930,2 HR Pas Mon-Sat 0800-1900,,On Street,Brooklyn,McDonald Avenue,W,Village Road North,Gravesend Neck Road,40.5958592,-73.97350985,991606.6854,156365.0925,POINT (-73.973509846381 40.595859197443)
2212,2323237,Active,214378,2 HR Pas Mon-Sat 0900-1900,,On Street,Bronx,Morris Park Avenue,N,Barnes Avenue,Wallace Avenue,40.8459033,-73.86325635,1022083.397,247492.3331,POINT (-73.863256346003 40.845903295173)
12207,2083018,Active,208767,2 HR Pas Mon-Sat 0900-1900,,On Street,Bronx,White Plains Road,E,East 219 Street,East 220 Street,40.88398756,-73.86243583,1022288.621,261368.2545,POINT (-73.862435831405 40.88398756424)
8966,1133052,Active,102660,2HR Pas Mon-Sat 0830-1900,,On Street,Manhattan,1 Avenue,W,East 6 Street,East 7 Street,40.72665525,-73.98614092,988091.321,204016.9605,POINT (-73.986140918741 40.726655251107)
9601,1443242,Active,104454,3HR Com Mon-Fri 1000-1400 /2HR Pas Mon-Fri 1900-2200 /2HR Pas Sat 0900-2200,,On Street,Manhattan,2 Avenue,W,East 40 Street,East 39 Street,40.7483706,-73.97341088,991617.3048,211929.361,POINT (-73.973410876601 40.748370597382)
4547,3333046,Active,320436,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,Flatbush Avenue,W,Avenue P,Quentin Road,40.61827758,-73.93225835,1003056.484,164538.8481,POINT (-73.932258348323 40.618277578152)
5611,3223016,Active,304019,2 HR Pas Mon-Sat 0800-1900,,On Street,Brooklyn,Manhattan Avenue,E,Nassau Avenue,Norman Avenue,40.72506452,-73.95145127,997706.5695,203440.8323,POINT (-73.951451272734 40.725064518346)
9009,1243042,Active,107139,3HR Com Mon-Sat 1000-1600 /5HR Pas Mon-Sat 1900-2400,,On Street,Manhattan,Canal Street,N,Baxter Street,Centre Street,40.71788611,-73.99961615,984356.405,200821.79,POINT (-73.99961615264 40.717886114005)
10651,1453268,Active,106328,3HR Com Mon-Fri 0700-1900,,On Street,Manhattan,Park Avenue South,W,East 21 Street,East 20 Street,40.7387194,-73.9875791,987692.0758,208412.2476,POINT (-73.987579104978 40.738719398922)
1165,4152024,Active,414115,12 HR Pas Mon-Sat 0700-1900,,On Street,Queens,Skillman Avenue,E,49 Avenue,Pearson Place,40.74266574,-73.94459879,999601.8613,209854.6341,POINT (-73.944598789508 40.742665736241)
567,1058318,Active,112861,2HR PAS Mon-Fri 1300-2200 / 2HR PAS Sat 0900-2200,,On Street,Manhattan,West 181 Street,N,Audubon Avenue,St. Nicholas Avenue,40.84901326,-73.9328181,1002836.613,248603.0084,POINT (-73.932818101129 40.849013259778)
6493,2173046,Active,204503,2 HR Pas Mon-Sat 0900-1900,,On Street,Bronx,Guerlain Street,S,Archer Road,Unionport Road,40.84029316,-73.86291299,1022181.593,245448.5023,POINT (-73.862912990004 40.840293163012)
10951,1433283,Retired,106372,3HR Com Mon-Fri 0700-1800 /6HR Pas Mon-Fri 1800-2400 /6HR Pas Sat 0800-2400,,On Street,Manhattan,East 43 Street,S,3 Avenue,Lexington Avenue,40.75166882,-73.97462009,991281.9082,213130.9091,POINT (-73.974620090266 40.751668816722)
7967,2021629,Active,219533,2 HR Pas Mon-Sat 0830-1900,,On Street,Bronx,Morris Avenue,W,Park Avenue,East 153 Street,40.82110497,-73.9211621,1006070.525,238437.6754,POINT (-73.921162099472 40.821104968665)
13931,3013083,Active,303343,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,Dekalb Avenue,S,Fort Greene Place,St Felix Street,40.68973611,-73.97758594,990465.9452,190566.6957,POINT (-73.977585942328 40.689736108395)
3902,4391228,Active,465086,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,84 Street,E,32 Avenue,Northern Boulevard,40.75602562,-73.88350336,1016525.129,214738.6749,POINT (-73.88350336093 40.756025615303)
2667,4081955,Active,411832,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,162 Street,E,89 Avenue,Jamaica Avenue,40.7048878,-73.79798035,1040262.02,196150.6999,POINT (-73.797980346708 40.704887803063)
9272,1143002,Inactive,102517,2HR Pas Mon-Sat 0730-2400,,On Street,Manhattan,West 8 Street,S,Avenue of the Americas,MacDougal Street,40.73305775,-73.99840113,984693.1169,206349.2895,POINT (-73.998401127405 40.733057746772)
2067,4081945,Active,426478,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,160 Street,E,Jamaica Avenue,90 Avenue,40.704952,-73.79985582,1039741.973,196172.8941,POINT (-73.799855821662 40.704951997356)
11391,1043010,Retired,103698,2HR Pas Mon-Sat 0900-2200,,On Street,Manhattan,2 Avenue E SR,E,East 30 Street,East 33 Street,40.74368023,-73.97637897,990795.3665,210220.2729,POINT (-73.976378973177 40.743680225836)
5940,3283026,Active,310255,2HR Pas Mon-Thur 0800-1600 / 4HR Pas Fri 0800-1900,,On Street,Brooklyn,Lee Avenue,E,Hewes Street,Penn Street,40.7033911,-73.95726028,996100.3021,195543.7103,POINT (-73.957260278536 40.703391104391)
3199,4221276,Active,406559,2 HR Pas Mon-Sat 0830-1900,,On Street,Queens,Junction Boulevard,W,40 Road,41 Avenue,40.74856301,-73.86910418,1020518.45,212025.4444,POINT (-73.86910417723 40.748563014585)
5081,3113039,Active,312810,2 HR Pas 0900-1900 Mon-Thur / 4HR Pas 0900-1900 Fri,,On Street,Brooklyn,40 Street,S,12 Avenue,13 Avenue,40.64015103,-73.98709677,987831.0289,172500.9234,POINT (-73.987096774457 40.64015103167)
13770,3723004,Active,342831,5HR Pas Mon-Sat 0700-2400,Brighton Beach,Off Street,Brooklyn,Brightwater Court,S,Brighton 2 Street,Brighton 4 Street,40.57537483,-73.96375725,994318.2062,148903.095,POINT (-73.963757246165 40.57537483435)
9835,1443379,Active,101983,3HR Com Mon-Fri 0800-1800,,On Street,Manhattan,West 31 Street,S,5 Avenue,Broadway,40.74736214,-73.98801524,987570.7837,211561.0566,POINT (-73.988015238646 40.747362139941)
1275,1149970,Active,106663,2HR Pas Mon-Sat 0830-2200,,On Street,Manhattan,Christopher Street,S,7 Avenue South,Bleecker Street,40.7334824,-74.00344751,983294.5521,206504.0185,POINT (-74.003447508458 40.733482399389)
3193,4221268,Active,462636,2 HR Pas Mon-Sat 0800-1900,,On Street,Queens,Roosevelt Avenue,S,95 Street,Warren Street,40.74894239,-73.87083247,1020039.373,212162.9524,POINT (-73.870832470526 40.74894239074)
15011,4073064,Active,414703,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,36 Street,W,35 Avenue,36 Avenue,40.75597716,-73.92479136,1005086.402,214708.5044,POINT (-73.924791358502 40.755977160165)
8568,4391239,Active,465930,2 HR Pas Mon-Sat 0830-1900,,On Street,Queens,Northern Boulevard,N,74 Street,73 Street,40.75480457,-73.8934507,1013769.783,214290.2992,POINT (-73.893450702641 40.754804567333)
5888,3463043,Active,314689,2 HR Pas Mon-Sat 0830-1900,,On Street,Brooklyn,86 Street,S,Bay 10 Street,Bay 11 Street,40.6107066,-74.0085267,981882.5431,161773.3875,POINT (-74.008526699258 40.610706603345)
3498,4293003,Active,453639,2 HR Pas Mon-Sat 0830-1900,,On Street,Queens,101 Avenue,S,97 Street,98 Street,40.68490939,-73.8435106,1027651.31,188846.1525,POINT (-73.843510598888 40.684909386906)
2012,2162784,Active,209019,2 HR Pas Mon-Sat 0800-1900,,On Street,Bronx,St. Raymond's Avenue,S,Benson Street,East Tremont Avenue,40.84257594,-73.84625825,1026788.448,246287.851,POINT (-73.846258252176 40.842575936887)
2506,4173087,Active,467840,2 HR Pas Mon-Sat 0830-1900,,On Street,Queens,64 Road,N,98 Street,Queens Boulevard,40.72940758,-73.85904926,1023315.682,205050.8468,POINT (-73.85904925596 40.729407583843)
8663,1083004,Active,109138,2HR Pas Mon-Sat 0900-2200,,On Street,Manhattan,West 72 Street,N,Columbus Avenue,Amsterdam Avenue,40.77807988,-73.9801513,989747.217,222752.9361,POINT (-73.980151303954 40.778079882144)
18,4152145,Active,426709,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,47 Road,S,5 Street,Vernon Boulevard,40.74481875,-73.95370934,997076.8818,210637.5791,POINT (-73.953709344159 40.744818746931)
10226,1443747,Active,102589,2HR Pas Mon-Sat 0800-1900,,On Street,Manhattan,Lexington Avenue,W,East 24 Street,East 23 Street,40.73992711,-73.98454514,988532.7706,208852.3901,POINT (-73.984545137287 40.739927113667)
14163,4413161,Retired,468183,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,Whitney Avenue,W,Broadway,83 Street,40.74107754,-73.88116934,1017179.15,209293.4853,POINT (-73.881169344924 40.741077543028)
951,1038135,Retired,114013,1HR Pas Mon-Sat 0900-1900,,On Street,Manhattan,Amsterdam Avenue,W,West 96 Street,West 97 Street,40.79462802,-73.97006992,992537.2567,228782.78,POINT (-73.970069922814 40.794628015991)
8847,1173003,Retired,101952,2HR Pas Mon-Fri 1800-2200 /2HR Pas Sat 0900-2200,,On Street,Manhattan,Central Park South,N,Grand Army Plaza,Center Drive,40.76489997,-73.97414494,991412.134,217951.4877,POINT (-73.974144937588 40.764899967686)
8830,1153004,Active,106981,2HR Pas Mon-Sat 0830-1900,,On Street,Manhattan,3 Avenue,E,East 12 Street,East 13 Street,40.73222221,-73.98781492,987627.0549,206045.107,POINT (-73.987814924097 40.732222207035)
1428,3071371,Active,307040,2 HR Pas Mon-Sat 0800-1900,,On Street,Brooklyn,86 Street,N,24 Avenue,23 Avenue,40.59956677,-73.98975184,987095.8988,157714.9084,POINT (-73.989751840934 40.599566765599)
9753,1403082,Active,102404,2HR Pas Mon-Sat 0900-1900,,On Street,Manhattan,West 57 Street,N,9 Avenue,10 Avenue,40.76847105,-73.98680311,987905.4864,219251.7705,POINT (-73.986803109582 40.768471052634)
3988,3043106,Active,305957,2 HR Pas Mon-Fri 1000-1900 /2 HR Pas Sat 0800-1900,,On Street,Brooklyn,Flatbush Avenue,E,Church Avenue,Martense Street,40.65097924,-73.95876206,995692.8984,176448.3643,POINT (-73.958762056799 40.650979236293)
14010,3193066,Active,320057,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,Broadway,W,Madison Avenue,Putnam Avenue,40.6878977,-73.91940703,1006600.938,189906.3948,POINT (-73.919407032625 40.687897695701)
5846,3249871,Retired,337868,2HR Pas Mon-Sat 0830-1900,,On Street,Brooklyn,Plaza Street East,N,Vanderbilt Avenue,Flatbush Avenue,40.67548709,-73.97075094,992363.1842,185375.9269,POINT (-73.97075094439 40.675487094813)
6057,3569922,Active,323591,6HR Pas Mon-Fri 0800-2200,,On Street,Brooklyn,Campus Road,N,Bedford Avenue,East 23 Street,40.63203976,-73.95406761,996999.1546,169548.8453,POINT (-73.954067606305 40.632039755039)
2652,4081896,Active,421363,2 HR Pas Mon-Sat 0830-1900,,On Street,Queens,89 Avenue,N,165 Street,164 Street,40.70761371,-73.7967768,1040593.412,197144.5972,POINT (-73.796776798709 40.7076137054)
4011,3043025,Active,328163,2 HR Pas Mon-Sat 0800-1900,,On Street,Brooklyn,Flatbush Avenue,W,Church Avenue,Albemarle Road,40.64892111,-73.95844426,995781.4382,175698.5745,POINT (-73.958444258598 40.648921111341)
6139,3573026,Active,322675,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,Nostrand Avenue,W,Avenue Y,Avenue Z,40.59053677,-73.94012521,1000879.388,154430.5665,POINT (-73.940125214665 40.590536765816)
8217,3423010,Active,306347,2 HR Pas Mon-Sat 0830-1900,,On Street,Brooklyn,5 Avenue,E,62 Street,61 Street,40.63862507,-74.01695851,979543.4018,171945.1676,POINT (-74.016958508595 40.638625074341)
9968,1443520,Inactive,104047,3HR Com Mon-Fri 0730-1900,,On Street,Manhattan,West 26 Street,S,8 Avenue,7 Avenue,40.74636743,-73.99525629,985564.4249,211198.4595,POINT (-73.995256290579 40.746367427936)
7442,3033031,Active,318635,2 HR Pas Mon-Sat 0800-1900,,On Street,Brooklyn,Belmont Avenue,S,Rockaway Avenue,Thatford Street,40.66846534,-73.90982962,1009264.339,182829.2233,POINT (-73.909829621009 40.668465344355)
10907,1433224,Active,103158,6HR Pas Mon-Fri 1800-2400 /6HR Pas Sat 0800-2400,,On Street,Manhattan,East 53 Street,S,Lexington Avenue,Park Avenue,40.75876795,-73.97205125,991992.8201,215717.5696,POINT (-73.972051253203 40.758767947509)
15186,1443832,Active,107117,1HR Com Mon-Sat 1900-2400,,On Street,Manhattan,West 42 Street,S,Dyer Ave,9 Ave,40.75875533,-73.99361703,986018.3157,215711.8022,POINT (-73.993617028923 40.758755331039)
10053,1443612,Active,107070,2HR Pas Mon-Sat 0800-1900,,On Street,Manhattan,Lexington Avenue,E,East 32 Street,East 31 Street,40.7448105,-73.98077635,989576.7662,210631.7681,POINT (-73.980776351871 40.74481049531)
3227,4221247,Inactive,463784,2 HR Pas Mon-Sat 0830-1900,,On Street,Queens,37 Avenue,S,95 Street,Warren Street,40.75113107,-73.87186718,1019751.512,212959.9386,POINT (-73.871867183809 40.75113107497)
14056,3193109,Active,336818,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,Broadway,E,Arion Place,Belvedere Street,40.6981338,-73.93715926,1001675.017,193631.6781,POINT (-73.93715926494 40.69813380277)
15396,1403173,Active,103123,,,,Manhattan,,,,,40.76286931,-73.98761642,987680.4918,217210.8366,POINT (-73.987616417772 40.762869307059)
13834,2133011,Active,212960,2 HR Pas Mon-Sat 1000-1900,,On Street,Bronx,Hughes Avenue,W,Crescent Avenue,East 186 Street,40.85429054,-73.88770126,1015316.215,250538.5078,POINT (-73.887701255885 40.854290538042)
13987,1253017,Active,109226,2 HR Pas Mon-Sat 0900-1600,,On Street,Manhattan,Lenox Avenue,E,West 115 Street,West 116 Street,40.80153894,-73.94987072,998128.7157,231303.2248,POINT (-73.949870724766 40.801538936863)
1315,2013075,Inactive,210695,2 HR Pas Mon-Sat 0800-1900,,On Street,Bronx,Grand Concourse,E,East 184 Street,East 187 Street,40.85994834,-73.89820826,1012407.175,252596.3108,POINT (-73.898208257673 40.859948344217)
6830,3473002,Active,304186,2 HR Pas Mon-Sat 0830-1900,,On Street,Brooklyn,Manhattan Avenue,W,Freeman Street,Green Street,40.73385015,-73.95494913,996735.3992,206641.1944,POINT (-73.95494913045 40.733850152825)
11386,3523015,Retired,333698,"Rate NOT Available - Please request a NEW PERSO, and Once it is Ready, Please Create a New Report",,On Street,Brooklyn,Lincoln Place,S,Classon Avenue,Washington Avenue,40.67249999,-73.9624891,994655.3447,184288.5137,POINT (-73.962489095623 40.672499992858)
11334,4283151,Retired,452423,2HR Pas Mon-Sat 0900-1900,,On Street,Queens,Francis Lewis Boulevard,W,194 Street,37 Avenue,40.76383958,-73.78804666,1042964.262,217635.1307,POINT (-73.788046662741 40.763839581717)
6250,3483011,Active,315993,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,Kings Highway,N,West 6 Street,West 7 Street,40.60518484,-73.97965017,989900.6419,159762.2084,POINT (-73.979650172413 40.605184843433)
13485,4213071,Active,451180,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,40 Avenue,N,Corporal Stone Street,Bell Boulevard,40.76437729,-73.77093846,1047702.967,217842.9659,POINT (-73.770938464831 40.764377292833)
7133,5023038,Active,510380,2 HR Pas Mon-Fri 0800-1800,,On Street,Staten Island,St. Marks Place,E,Hyatt Street,Victory Boulevard,40.64009536,-74.07747242,962749.0847,172489.8864,POINT (-74.077472416542 40.640095364156)
8600,3013020,Active,301080,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,Atlantic Avenue,N,4 Avenue,3 Avenue,40.68494121,-73.97947974,989941.1592,188819.6441,POINT (-73.9794797423 40.684941205397)
6664,2293054,Active,216164,2 HR Pas Mon-Sat 0900-1900,,On Street,Bronx,Dreiser Loop E,W,Co-op City Boulevard,Dreiser Loop S,40.87657108,-73.82855363,1031662.852,258682.6628,POINT (-73.828553628279 40.876571078904)
14288,1283016,Retired,112595,1HR Pas Mon-Sat 0830-1900,,On Street,Manhattan,East 116 Street,N,Madison Avenue,5 Avenue,40.8003884,-73.94557595,999318.022,230884.7528,POINT (-73.945575945728 40.80038839796)
15176,3743010,Active,342842,15HR PasMon-Sat 0700-2200,Gowanus Parking Field,Off Street,Manhattan,3 Avenue,S,30 Street,31 Street,40.65837519,-74.00345721,983290.7837,179140.2412,POINT (-74.003457208902 40.658375190875)
9307,1043051,Retired,102539,2HR Pas Mon-Sat 0900-1900,,On Street,Manhattan,East 33 Street,N,1 Avenue,2 Avenue,40.74400577,-73.97599273,990902.3614,210338.9075,POINT (-73.975992731024 40.744005768329)
8196,3523018,Active,300757,2 HR Pas Mon-Sat 0830-1900,,On Street,Brooklyn,St. Johns Place,S,Underhill Avenue,Washington Avenue,40.67356287,-73.96316306,994468.2263,184675.6701,POINT (-73.963163063894 40.673562868068)
14581,3083066,Active,312782,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,Brighton 5 Street,E,Brightwater Court,Brighton Beach Avenue,40.57717677,-73.96225117,994736.3104,149559.7629,POINT (-73.96225116855 40.577176774082)
8554,4451784,Active,463248,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,97 Street,E,63 Road,62 Drive,40.73129808,-73.86096466,1022783.72,205738.7648,POINT (-73.860964655592 40.731298081203)
4774,3123126,Active,336410,2 HR Pas Mon-Sat 0930-1900,,On Street,Brooklyn,61 Street,N,8 Avenue,7 Avenue,40.63514474,-74.01045435,981348.389,170676.9054,POINT (-74.010454350788 40.635144740051)
12963,4493138,Retired,466808,2HR Pas Mon-Sat 0800-1900,,On Street,Queens,Eliot Avenue,N,80 Street,79 Street,40.72475633,-73.87991526,1017534.82,203347.637,POINT (-73.879915264411 40.724756334249)
8339,5053286,Retired,524675,2 HR Pas Mon-Sat 0900-1700,,On Street,Staten Island,New Dorp Plaza,S,Rose Avenue,Ross Avenue,40.57313503,-74.11801093,951465.5734,148107.0811,POINT (-74.118010930377 40.573135034238)
12592,3073059,Active,314750,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,19 Avenue,E,Benson Avenue,86 Street,40.60573892,-74.00056309,984093.644,159963.418,POINT (-74.000563094254 40.605738922817)
4576,3333031,Active,321886,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,Flatbush Avenue,W,Avenue J,East 36 Street,40.62659886,-73.94122602,1000564.84,167568.7112,POINT (-73.941226017648 40.62659885595)
9569,1443207,Active,105592,3HR Com Mon-Fri 0800-1800,,On Street,Manhattan,East 33 Street,N,Lexington Avenue,Park Avenue,40.74600107,-73.98072887,989589.8276,211065.5336,POINT (-73.98072887076 40.746001065135)
9407,1443029,Retired,106039,3HR Com Mon-Fri 0600-1900,,On Street,Manhattan,West 38 Street,N,9 Avenue,8 Avenue,40.75501842,-73.99221185,986407.7237,214350.3561,POINT (-73.992211845738 40.755018422306)
3387,4313013,Active,401710,2 HR Pas Mon-Sat 0800-1900,,On Street,Queens,Jamaica Avenue,N,91 Street,90 Street,40.69295221,-73.85437939,1024632.053,191771.1854,POINT (-73.854379390577 40.692952208541)
13653,3863005,Active,342832,3HR Pas Mon-Sat 0700-2200,Canarsie,Off Street,Brooklyn,Rockaway Parkway,E,Farragut Road,Glenwood Road,40.64610228,-73.90281376,1011219.66,174683.8226,POINT (-73.902813764644 40.646102279864)
14664,1403156,Active,103665,6HR Pas Mon-Fri 1800-2400 /6HR Pas Sat 0800-2400,,On Street,Manhattan,West 53 Street,S,8 Avenue,9 Avenue,40.76513069,-73.98715851,987807.2206,218034.7507,POINT (-73.987158509204 40.765130688476)
3590,4463031,Active,457441,2 HR Pas Mon-Sat 0800-1900,,On Street,Queens,Jamaica Avenue,N,114 Street,112 Street,40.69770442,-73.83601416,1029721.668,193511.5546,POINT (-73.836014161303 40.697704423129)
11038,1433403,Active,104909,3HR Com Mon-Fri 1000-1400 /2HR Pas Sat 0900-1900,,On Street,Manhattan,2 Avenue,W,East 46 Street,East 45 Street,40.75220085,-73.97061415,992391.7531,213325.0934,POINT (-73.970614148512 40.752200851262)
10097,1443666,Inactive,103454,3HR Com Mon-Fri 0700-1800 /6HR Pas Mon-Fri 1800-2400 /6HR Pas Sat 0800-2400,,On Street,Manhattan,Broadway,W,West 30 Street,West 29 Street,40.74640164,-73.98860013,987408.764,211211.0927,POINT (-73.988600134652 40.746401636368)
