ObjectID,Meter Number,Status,Pay By Cell Number,Meter_Hours,Parking_Facility_Name,Facility,Borough,On_Street,Side_of_Street,From_Street,To_Street,Latitude,Longitude,X,Y,Location
4106,3063110,Active,312929,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,Homecrest Avenue,E,Avenue V,Avenue U,40.59831471,-73.9590878,995611.4707,157261.241,POINT (-73.959087800785 40.598314714871)
9483,1443112,Active,103871,3HR Com Mon-Fri 0600-1900,,On Street,Manhattan,West 37 Street,N,Avenue of the Americas,Broadway,40.75198898,-73.98694962,987865.7992,213246.8042,POINT (-73.986949616678 40.751988976242)
10280,1443807,Active,102131,3HR Com Mon-Fri 0700-1900 /2HR Pas Mon-Fri 1900-2200 /2HR Pas Sat 0900-2200,,On Street,Manhattan,3 Avenue,E,East 41 Street,East 42 Street,40.7504692,-73.97452165,991309.3084,212693.8571,POINT (-73.974521654899 40.750469197807)
1081,4512460,Active,452394,2 HR Pas Mon-Fri 0900-1900,,On Street,Queens,72 Drive,S,141 Street,Main Street,40.72523167,-73.8213857,1033757.541,203548.4768,POINT (-73.821385703826 40.725231672709)
12973,4243108,Active,419290,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,Hillside Avenue,N,198 Street,197 Street,40.71855733,-73.76525763,1049321.362,201153.5243,POINT (-73.765257632781 40.718557332832)
12199,2083010,Active,208683,2 HR Pas Mon-Sat 0900-1900,,On Street,Bronx,White Plains Road,E,East 212 Street,East 213 Street,40.87880208,-73.86532884,1021491.564,259477.7331,POINT (-73.865328841317 40.878802076939)
14946,4493147,Active,468343,2 HR Pas Mon-Sat 0800-1900,,On Street,Queens,Eliot Avenue,S,Caldwell Avenue,84 Street,40.72594371,-73.87701039,1018339.379,203781.3497,POINT (-73.877010387512 40.725943705229)
6399,3453012,Active,313187,2 HR Pas Mon-Sat 0800-1900,,On Street,Brooklyn,18 Avenue,E,77 Street,76 Street,40.6125956,-73.99669366,985167.9854,162461.5003,POINT (-73.996693664594 40.612595600062)
5817,3602918,Active,313589,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,McDonald Avenue,E,Avenue F,Ditmas Avenue,40.63478994,-73.97781472,990407.571,170548.2479,POINT (-73.977814715537 40.634789937428)
13117,4053090,Active,462303,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,Queens Boulevard *N SR,N,70 Avenue,Jewel Avenue,40.72285647,-73.8465511,1026783.83,202669.8982,POINT (-73.846551096134 40.722856471714)
14508,1263063,Active,114549,2 HR Pas Mon-Sat 0830-1900,,On Street,Manhattan,2 Avenue,E,East 101 Street,East 100 Street,40.78716187,-73.94483961,999524.9202,226065.9997,POINT (-73.944839612022 40.787161870751)
12793,4343158,Retired,426938,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,56 Street,E,Northern Boulevard,Broadway,40.75300375,-73.90501205,1010567.392,213630.5177,POINT (-73.905012050529 40.753003747239)
491,1264933,Active,109333,3HR Com Mon-Fri 1000-1400 /2HR Pas Sat 0900-1900,,On Street,Manhattan,2 Avenue,W,East 90 Street,East 89 Street,40.78019397,-73.95017822,998048.0072,223526.4723,POINT (-73.950178216094 40.780193974076)
4707,3149806,Active,313784,2 HR Pas Mon-Sat 0830-1900,,On Street,Brooklyn,5 Avenue,W,7 Street,8 Street,40.67002159,-73.98570314,988216.0291,183383.6559,POINT (-73.985703135043 40.670021587584)
12744,4483143,Active,420382,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,Lefferts Boulevard,E,Sutter Avenue,Rockaway Boulevard,40.67566479,-73.81916743,1034409.672,185491.0861,POINT (-73.819167429341 40.675664790979)
13083,4023118,Active,425188,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,83 Avenue,S,Lefferts Boulevard,Beverly Road,40.70857593,-73.83100134,1031104.031,197475.0024,POINT (-73.831001342621 40.708575925497)
10676,1453299,Retired,106656,2HR Pas Mon-Sat 0900-1900,,On Street,Manhattan,5 Avenue,E,East 15 Street,East 14 Street,40.73643419,-73.99319215,986136.6537,207579.5022,POINT (-73.99319215345 40.736434187539)
12554,3073021,Active,308592,2 HR Pas Mon-Sat 0800-1900,,On Street,Brooklyn,86 Street,N,23 Avenue,Bay Parkway,40.60145193,-73.99286679,986230.8271,158401.637,POINT (-73.99286678648 40.601451931964)
7192,2043023,Active,214010,2 HR Pas Mon-Sat 0800-1900,,On Street,Bronx,East 170 Street,N,Walton Avenue,Townsend Avenue,40.83986811,-73.91654233,1007342.657,245274.96,POINT (-73.916542332312 40.839868111673)
12202,2083013,Retired,206514,2 HR Pas Mon-Sat 0900-1900,,On Street,Bronx,White Plains Road,E,East 215 Street,East 216 Street,40.88081394,-73.86419657,1021803.543,260211.2175,POINT (-73.864196569824 40.880813939583)
8789,1023154,Active,116183,2HR Pas Mon-Sat 0800-1900,,On Street,Manhattan,Canal Street,S,Division Street,Rutgers Street,40.71443573,-73.99058675,986859.5492,199564.8503,POINT (-73.990586747626 40.714435731205)
11141,1433783,Active,107020,3HR Com Mon-Fri 0700-1900 /5HR Pas Mon-Fri 1900-2400 /5HR Pas Sat 0800-2400,,On Street,Manhattan,Avenue of the Americas,E,West 58 Street,West 59 Street,40.76534054,-73.97632067,990809.3878,218111.8306,POINT (-73.976320674383 40.765340535138)
10777,1433064,Retired,105077,3HR Com Mon-Fri 0700-1800 /6HR Pas Mon-Fri 1800-2400 /6HR Pas Sat 0800-2400,,On Street,Manhattan,West 52 Street,S,6 Avenue,5 Avenue,40.76008984,-73.97713057,990585.5375,216198.7717,POINT (-73.977130574655 40.760089844478)
2318,5053328,Active,501287,2 HR Pas Mon-Sat 0800-1900,,On Street,Staten Island,Hylan Boulevard,N,Nelson Avenue,Wiman Avenue,40.54199495,-74.14642885,943551.8793,136773.926,POINT (-74.146428848844 40.541994947654)
3261,4033002,Active,425001,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,146 Street,W,Jamaica Avenue,89 Avenue,40.70217568,-73.8090948,1037182.583,195155.6816,POINT (-73.809094796682 40.702175675114)
10543,1453146,Active,105211,3HR Com Mon-Fri 0800-1800,,On Street,Manhattan,East 18 Street,S,Broadway,Park Avenue South,40.7373473,-73.98916603,987252.3696,207912.2886,POINT (-73.989166028728 40.737347295574)
7288,2203017,Active,221923,2 HR Pas Mon-Sat 0830-1900,,On Street,Bronx,Westchester Avenue,S,Elder Avenue,Boynton Avenue,40.82852839,-73.87864624,1017834.189,241155.7412,POINT (-73.878646236719 40.828528387421)
7203,2043004,Active,206641,2 HR Pas Mon-Sat 0800-1900,,On Street,Bronx,Jerome Avenue,E,Elliot Place,East 170 Street,40.83982731,-73.91784479,1006982.282,245259.7553,POINT (-73.91784479065 40.839827314261)
8204,3523005,Retired,312654,2 HR Pas Mon-Sat 0830-1900,,On Street,Brooklyn,Washington Avenue,E,St. Johns Place,Sterling Place,40.67423541,-73.96298609,994517.2124,184920.7178,POINT (-73.96298609456 40.674235412293)
6612,3373001,Active,333285,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,Rutland Road,N,East 94 Street,East 93 Street,40.66273398,-73.92641048,1004666.368,180736.8266,POINT (-73.92641047513 40.662733979132)
11867,1183032,Active,104211,2HR Pas Mon-Sat 0900-1900,,On Street,Manhattan,East 64 Street,N,5 Avenue,Madison Avenue,40.76689052,-73.96943054,992717.8216,218677.1309,POINT (-73.96943053523 40.766890516327)
12341,1323002,Active,101872,2HR Pas Mon-Sat 0730-1900,,On Street,Manhattan,6 Avenue E. Roadway,W,Broome Street,Spring Street,40.72517309,-74.00427886,983064.002,203476.6892,POINT (-74.004278860421 40.725173092468)
10738,1433022,Active,106749,6HR Pas Mon-Fri 1800-2400 /6HR Pas Sat 0800-2400,,On Street,Manhattan,West 46 Street,N,Avenue of the Americas,5 Avenue,40.75655213,-73.98013739,989752.8486,214909.6621,POINT (-73.980137391663 40.756552125656)
1694,3091473,Active,315806,2 HR Pas Mon-Sat 0830-1900,,On Street,Brooklyn,5 Avenue,W,87 Street,88 Street,40.62065022,-74.02702172,976748.4763,165397.1492,POINT (-74.027021723907 40.620650219985)
4914,3333081,Active,319866,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,Avenue N,S,East 54 Street,East 55 Street,40.61917177,-73.92235187,1005806.439,164866.9082,POINT (-73.922351869248 40.619171770527)
15068,3233044,Active,301354,2 HR Pas Mon-Sat 0830-1900,,On Street,Brooklyn,Lorimer Street,E,Grand Street,Powers Street,40.71169546,-73.94891495,998412.4188,198570.4766,POINT (-73.948914951342 40.711695462497)
10355,1443994,Active,103761,3HR Com Mon-Sat 0700-1900 /5HR Pas Mon-Sat 1900-2400,,On Street,Manhattan,West 40 Street,N,Avenue of the Americas,5 Avenue,40.75290284,-73.98336925,988857.7299,213579.9216,POINT (-73.983369245909 40.75290283798)
15156,1263115,Active,104203,3HR Com Mon-Sat 1000-1900,,On Street,Manhattan,East 55 Street,N,1 Avenue,2 Avenue,40.75734303,-73.96453812,994074.4403,215199.1786,POINT (-73.964538124477 40.757343028727)
10395,2131702,Retired,215700,"Rate NOT Available - Please request a NEW PERSO, and Once it is Ready, Please Create a New Report",,On Street,Bronx,Crescent Avenue,S,Arthur Avenue,Adams Place,40.85335095,-73.8890666,1014938.942,250195.6995,POINT (-73.889066599213 40.853350951322)
12109,1433340,Active,104051,3HR Com Mon-Fri 0700-1800 /6HR Pas Mon-Fri 1800-2400 /6HR Pas Sat 0800-2400,,On Street,Manhattan,East 49 Street,S,Park Avenue,Madison Avenue,40.75697672,-73.9755618,991020.4527,215064.6752,POINT (-73.975561801199 40.756976717401)
12782,4343146,Retired,414355,2 HR Pas Mon-Fri 0900-1600 /2 HR Pas Sat 0900-1900,,On Street,Queens,Northern Boulevard,S,41 Avenue,Honeywell Street,40.75175017,-73.93289393,1002842.782,213166.6515,POINT (-73.93289392664 40.751750169208)
4796,3403098,Active,334608,6HR Pas Mon-Fri 0900-2200,,On Street,Brooklyn,Carroll Street,S,Rogers Avenue,Nostrand Avenue,40.66725589,-73.95297645,997295.133,182379.2127,POINT (-73.952976447251 40.667255892773)
9347,1442529,Active,106720,3HR Com Mon-Fri 0700-1800 /2HR Pas Mon-Fri 1800-2200 /2HR Pas Sat 0800-2200,,On Street,Manhattan,East 40 Street,N,Park Avenue,Lexington Avenue,40.75037301,-73.97736992,990520.1466,212658.5947,POINT (-73.977369918065 40.750373006233)
2745,4443102,Active,424480,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,Liberty Avenue,S,113 Street,114 Street,40.6855248,-73.82889655,1031703.977,189077.9451,POINT (-73.82889655124 40.685524803388)
5354,3383027,Retired,337069,1HR Pas Mon-Sat 0800-1900,,On Street,Brooklyn,Avenue L,N,East 89 Street,East 88 Street,40.63466379,-73.90162445,1011554.38,170516.8421,POINT (-73.901624451935 40.634663792367)
44,4122301,Active,469067,2 HR Pas Mon-Sat 0800-1900,,On Street,Queens,Roosevelt Avenue,S,80 Street,81 Street,40.74745262,-73.88506292,1016097.155,211614.6874,POINT (-73.885062920364 40.747452619213)
12591,3073058,Active,320240,2 HR Pas Mon-Sat 0800-1900,,On Street,Brooklyn,86 Street,N,Bay 16 Street,17 Avenue,40.60842183,-74.00439863,983028.6694,160940.9019,POINT (-74.004398627966 40.608421833493)
3607,4303003,Active,406266,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,Hillside Avenue,S,Braddock Avenue,88 Avenue,40.73047283,-73.74321728,1055418.278,205511.8308,POINT (-73.743217282534 40.730472829872)
12635,3443007,Active,306537,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,66 Street,N,Ft. Hamilton Pkwy.,9 Avenue,40.63046086,-74.01047396,981342.741,168970.4413,POINT (-74.01047396492 40.630460855847)
2172,4081839,Active,424966,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,148 Street,W,87 Road,Hillside Avenue,40.70611393,-73.80912702,1037170.524,196590.4819,POINT (-73.809127015085 40.706113927285)
4415,3163077,Active,341817,2 HR Pas Mon-Sat 0800-1900,,On Street,Brooklyn,Church Avenue,N,East 54 Street,East 53 Street,40.65240215,-73.92723137,1004441.75,176972.4634,POINT (-73.927231367815 40.652402147009)
6861,2073004,Active,208373,2 HR Pas Mon-Sat 0830-1900,,On Street,Bronx,Dekalb Avenue,E,Kossuth Avenue,East Gunhill Road,40.88180494,-73.88084863,1017198.281,260565.5777,POINT (-73.880848634453 40.881804941562)
10480,1453078,Active,104678,3HR Com Mon-Fri 0800-1900,,On Street,Manhattan,East 20 Street,S,5 Avenue,Broadway,40.73947494,-73.99058308,986859.5847,208687.4121,POINT (-73.990583082205 40.739474941961)
9296,1143028,Active,104691,2HR Pas Mon-Sat 0730-1900,,On Street,Manhattan,LaGuardia Place,E,West Houston Street,Bleecker Street,40.72739141,-73.99944827,984402.9223,204284.8615,POINT (-73.99944826654 40.727391406967)
5195,3383014,Retired,339191,1HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,Pennsylvania Avenue,E,Flatlands Avenue,Cozine Avenue,40.6536078,-73.88674963,1015673.998,177423.6429,POINT (-73.886749633328 40.653607800885)
10514,1453115,Active,106313,3HR Com Mon-Fri 0800-1800,,On Street,Manhattan,West 19 Street,N,6 Avenue,7 Avenue,40.74061169,-73.99486846,985672.0113,209101.4673,POINT (-73.994868458688 40.740611691499)
11861,1183024,Active,104458,2HR Pas Mon-Sat 0830-1900,,On Street,Manhattan,Madison Avenue,W,East 69 Street,East 70 Street,40.77020914,-73.96669334,993475.5734,219886.493,POINT (-73.966693335333 40.770209142556)
5994,3623002,Active,320281,2 HR Pas Mon-Sat 0800-1900,,On Street,Brooklyn,Liberty Avenue,S,Lincoln Avenue,Sheridan Avenue,40.67859822,-73.86738687,1021032.87,186535.8881,POINT (-73.867386866587 40.678598222364)
1930,2013023,Active,208729,2 HR Pas Mon-Sat 0800-1900,,On Street,Bronx,Jerome Avenue,E,East 190 Street,East 193 Street,40.86415439,-73.89983585,1011955.205,254128.2146,POINT (-73.899835850785 40.864154385099)
10587,1453202,Inactive,103798,2HR Pas Mon-Sat 0900-2200,,On Street,Manhattan,East 14 Street,N,Union Square West,5 Avenue,40.73564775,-73.99257666,986307.2485,207292.9926,POINT (-73.992576662676 40.735647751402)
4888,3149814,Active,311596,2 HR Pas Mon-Sat 0930-1900,,On Street,Brooklyn,10 Street,N,4 Avenue,5 Avenue,40.66873533,-73.98702512,987849.3714,182914.9787,POINT (-73.987025124446 40.668735329959)
10574,1453188,Active,101299,2HR Pas Mon-Sat 0830-1900,,On Street,Manhattan,East 16 Street,S,Union Square East,Irving Place,40.73570707,-73.98890399,987325.0618,207314.7124,POINT (-73.988903994317 40.735707071509)
4101,3063119,Active,311606,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,East 14 Street,E,Avenue U,Avenue V,40.59842064,-73.95721166,996132.4644,157300.0808,POINT (-73.957211655362 40.5984206391)
12027,1243122,Active,102774,3HR Com Mon-Sat 1000-1600 /5HR Pas Mon-Sat 1900-2400,,On Street,Manhattan,Canal Street,S,Broadway,Cortlandt Alley,40.71909131,-74.00160809,983804.2345,201260.883,POINT (-74.001608092476 40.719091308047)
4164,3063057,Active,304309,2 HR Pas Mon-Sat 0830-1900,,On Street,Brooklyn,Avenue U,S,East 14 Street,East 15 Street,40.59871552,-73.95692275,996212.6411,157407.5527,POINT (-73.956922751645 40.598715519829)
1565,3179765,Active,311189,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,7 Avenue,E,14 Street,13 Street,40.66415097,-73.98376015,988755.4218,181244.9174,POINT (-73.983760145148 40.664150968367)
638,1068246,Active,114498,2 HR Pas Mon-Sat 0900-1900,,On Street,Manhattan,Broadway,E,Academy Street,West 204 Street,40.86646723,-73.92438126,1005165.268,254964.0603,POINT (-73.924381260783 40.866467226016)
1427,3071372,Active,307040,2 HR Pas Mon-Sat 0800-1900,,On Street,Brooklyn,86 Street,N,24 Avenue,23 Avenue,40.59991533,-73.99033421,986934.1629,157841.8799,POINT (-73.990334205841 40.59991532719)
924,1208022,Inactive,114551,2HR Pas Mon-Sat 0900-1900,,On Street,Manhattan,3 Avenue,E,East 82 Street,East 83 Street,40.77669855,-73.9553865,996606.2358,222252.1927,POINT (-73.955386500369 40.776698546404)
9779,1443321,Active,103220,3HR Com Mon-Sat 0700-1900 /5HR Pas Mon-Sat 1900-2400,,On Street,Manhattan,Avenue of the Americas,W,West 41 Street,West 42 Street,40.75445607,-73.98452556,988537.2604,214145.7552,POINT (-73.984525560861 40.754456068547)
7248,2063020,Active,221249,2 HR Pas Mon-Sat 0830-1900,,On Street,Bronx,Castle Hill Avenue,E,Ellis Avenue,Newbold Avenue,40.83299801,-73.85118065,1025432.41,242795.9072,POINT (-73.851180654549 40.832998006272)
6521,2262726,Retired,205579,6HR Pas Mon-Fri 0800-2200,,On Street,Bronx,Broadway,E,Van Cortland Park South,Mansion Street,40.88907352,-73.89829122,1012371.906,263207.7318,POINT (-73.898291216604 40.889073520962)
5164,3383057,Active,331836,2 HR Pas Mon-Sat 0900-1600,,On Street,Brooklyn,Rockaway Parkway,W,Smiths Lane,Glenwood Road,40.64593679,-73.90329888,1011085.106,174623.3801,POINT (-73.90329887722 40.645936787178)
5725,3413078,Active,308440,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,West 6 Street,E,Avenue O,65 Street,40.61299003,-73.98053069,989655.5115,162605.7844,POINT (-73.98053069188 40.61299002906)
5152,3423052,Active,302928,2 HR Pas Mon-Sat 0830-1900,,On Street,Brooklyn,3 Avenue,E,87 Street,86 Street,40.62303358,-74.03114139,975605.1223,166265.8483,POINT (-74.03114138549 40.623033575573)
5281,3543078,Active,308144,2 HR Pas Mon-Sat 0830-1900,,On Street,Brooklyn,Avenue X,N,East 3 Street,East 2 Street,40.59083335,-73.96817131,993089.937,154534.5427,POINT (-73.968171308905 40.590833350917)
5305,3343031,Active,311661,2 HR Pas Mon-Sat 0830-1900,,On Street,Brooklyn,Sheepshead Bay Road,E,Shore Pkwy.,Voorhies Avenue,40.58555141,-73.95155089,997707.0708,152612.3133,POINT (-73.951550889407 40.585551408098)
5422,3193035,Retired,312092,2 HR Pas Mon-Sat 0830-1900,,On Street,Brooklyn,Moore Street,S,Humbolt Street,Graham Avenue,40.70377246,-73.94212185,1000297.593,195685.0588,POINT (-73.94212184818 40.703772456163)
1293,2013017,Active,205946,2 HR Pas Mon-Sat 0830-1900,,On Street,Bronx,East 183 Street,N,Walton Avenue,Jerome Avenue,40.85858586,-73.90320454,1011025.676,252098.3394,POINT (-73.903204535679 40.858585861134)
3190,4221278,Active,467585,2 HR Pas Mon-Sat 0830-1900,,On Street,Queens,Junction Boulevard,W,41 Avenue,42 Avenue,40.74705182,-73.86851811,1020681.663,211475.1106,POINT (-73.868518110465 40.747051817276)
1353,3131544,Retired,308212,2 HR Pas Mon-Sat 0830-1900,,On Street,Brooklyn,McDonald Avenue,E,Avenue I,Elmwood Avenue,40.62681771,-73.97630406,990827.6417,167643.8606,POINT (-73.97630406192 40.626817706491)
4240,3123026,Active,338870,2 HR Pas Mon-Sat 0800-1900,,On Street,Brooklyn,5 Avenue,W,48 Street,49 Street,40.64592473,-74.00956455,981595.7819,174604.3185,POINT (-74.009564552395 40.645924725173)
13779,4151986,Active,417925,2 HR Pas Mon-Sat 1000-1900,,On Street,Queens,47 Avenue,N,32 Place,Van Dam Street,40.74288496,-73.93351791,1002672.35,209936.6405,POINT (-73.933517906858 40.742884960095)
5378,3383044,Active,340939,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,East 95 Street,E,Avenue K,Avenue L,40.6378271,-73.89697717,1012842.89,171670.8014,POINT (-73.896977168313 40.637827097208)
10737,1433021,Active,106749,6HR Pas Mon-Fri 1800-2400 /6HR Pas Sat 0800-2400,,On Street,Manhattan,West 46 Street,N,Avenue of the Americas,5 Avenue,40.75696763,-73.98111788,989481.1746,215060.9833,POINT (-73.981117884964 40.756967628714)
4438,3043183,Active,307061,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,Nostrand Avenue,E,Avenue J,Avenue I,40.6275909,-73.94694959,998975.836,167929.1261,POINT (-73.946949594599 40.627590902932)
7096,2173060,Active,200694,2 HR Pas Mon-Sat 0900-1900,,On Street,Bronx,McGraw Avenue,S,Unionport Road,Pugsley Avenue,40.8355089,-73.85603946,1024086.343,243708.471,POINT (-73.856039457903 40.835508901388)
885,1208053,Active,111626,2 HR Pas Mon-Sat 0900-1900,,On Street,Manhattan,East 106 Street,N,3 Avenue,Lexington Avenue,40.79185271,-73.94512349,999445.2376,227774.9848,POINT (-73.9451234934 40.791852712371)
10761,1433046,Retired,104672,3HR Com Mon-Fri 0700-1800 /6HR Pas Mon-Fri 1800-2400 /6HR Pas Sat 0800-2400,,On Street,Manhattan,West 43 Street,N,5 Avenue,6 Avenue,40.7553549,-73.98311902,988926.8856,214473.3017,POINT (-73.983119019729 40.755354903131)
10609,1453224,Retired,105279,2HR Pas Mon-Sat 0900-2200,,On Street,Manhattan,West 14 Street,S,6 Avenue,5 Avenue,40.73619989,-73.99427577,985836.3561,207494.1189,POINT (-73.994275774759 40.736199890269)
4500,3043143,Active,308435,2 HR Pas Mon-Sat 0800-1900,,On Street,Brooklyn,Nostrand Avenue,W,Campus Road,Avenue I,40.63053964,-73.94753277,998813.3134,169003.333,POINT (-73.947532770787 40.630539642418)
5999,3503001,Retired,312340,2HR Pas Mon-Sat 0800-1900,,On Street,Brooklyn,Church Avenue,N,Argyle Road,Westminster Road,40.64756749,-73.96801057,993127.0301,175204.2979,POINT (-73.968010574897 40.647567487823)
10660,1453280,Active,106349,1HR Com Mon-Sat 0700-1900,,On Street,Manhattan,Union Square W.,W,East 16 Street,East 15 Street,40.73621899,-73.99103756,986733.764,207501.1523,POINT (-73.991037555032 40.736218988865)
1480,4122317,Retired,467588,"Rate NOT Available - Please request a NEW PERSO, and Once it is Ready, Please Create a New Report",,On Street,Queens,Elbertson Street,S,Roosevelt Avenue,Britton Avenue,40.74792192,-73.87964454,1017598.264,211787.6861,POINT (-73.8796445356 40.747921923108)
13092,4053048,Active,466139,3HR Pas Mon-Sat 0900-1900,,On Street,Queens,70 Avenue,E,Austin Street,Queens Boulevard,40.72116937,-73.84677103,1026723.942,202055.1307,POINT (-73.846771032718 40.721169373879)
5293,3493008,Active,311320,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,65 Street,S,14 Avenue,New Utrecht Avenue,40.62448113,-73.99920905,984469.5625,166791.6953,POINT (-73.999209054183 40.624481130757)
6199,3303003,Active,305831,2 HR Pas Mon-Sat 0800-1900,,On Street,Brooklyn,Knickerbocker Avenue,E,Himrod Street,Stanhope Street,40.70006635,-73.92045883,1006305.217,194339.5274,POINT (-73.920458828025 40.700066354746)
2495,4173075,Active,467308,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,66 Road,N,102 Street,99 Street,40.72776025,-73.85427539,1024639.797,204452.8372,POINT (-73.854275390456 40.727760248551)
10653,1453273,Retired,108284,2HR Pas Mon-Sat 0900-1900,,On Street,Manhattan,Broadway,W,East 22 Street,East 21 Street,40.74032875,-73.98953157,987150.9391,208998.5158,POINT (-73.989531569834 40.740328753592)
13575,4373113,Active,451126,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,15 Avenue,N,120 Street,121 Street,40.78418012,-73.8474025,1026508.913,225011.6445,POINT (-73.847402499572 40.784180118679)
12459,4833002,Active,469236,3HR Pas Mon-Sat 0700-2200,Steinway #1,Off Street,Queens,30 Avenue,S,Steinway Street,38 Street,40.76383836,-73.9159904,1007521.943,217574.8097,POINT (-73.915990398223 40.763838355084)
6603,3373009,Active,330853,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,Rutland Road,S,East 95 Street,East 96 Street,40.6636826,-73.92470548,1005139.098,181082.839,POINT (-73.924705478049 40.66368260367)
3614,4303079,Active,405691,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,247 Street,W,91 Avenue,Jamaica Avenue,40.72548554,-73.72134745,1061485.343,203713.3403,POINT (-73.721347450852 40.725485540834)
4957,3179386,Active,309782,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,7 Avenue,E,6 Street,5 Street,40.66901001,-73.97970938,989878.8158,183015.4388,POINT (-73.979709377559 40.669010012829)
10643,1453260,Active,107384,3HR Com Mon-Fri 0700-1900,,On Street,Manhattan,Union Square E.,E,East 15 Street,East 16 Street,40.73579461,-73.98943918,987176.7415,207346.5867,POINT (-73.989439176931 40.735794608865)
4145,3063199,Active,312985,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,Gravensend Neck Road,N,East 14 Street,East 15 Street,40.59479658,-73.95611631,996437.307,155979.8928,POINT (-73.956116309566 40.594796575908)
103,4072218,Inactive,422581,2 HR Pas Mon-Sat 0800-1900,,On Street,Queens,Broadway,S,45 Street,46 Street,40.75680281,-73.91452636,1007930.004,215011.9234,POINT (-73.914526362761 40.756802809238)
1705,3091482,Active,317852,2 HR Pas Mon-Sat 0800-1900,,On Street,Brooklyn,5 Avenue,E,94 Street,92 Street,40.61757349,-74.02949357,976061.8881,164276.4376,POINT (-74.029493568245 40.6175734917)
4015,3043021,Active,309552,2 HR Pas Mon-Sat 0800-1900,,On Street,Brooklyn,Flatbush Avenue,W,Canton Avenue,Church Avenue,40.65243172,-73.9593174,995538.5532,176977.4706,POINT (-73.959317400603 40.652431715663)
13394,4123024,Active,468171,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,37 Avenue,N,85 Street,84 Street,40.75004066,-73.88202559,1016937.48,212558.7134,POINT (-73.88202558503 40.750040664219)
8873,1113025,Active,103736,2HR Pas Mon-Sat 0900-1900,,On Street,Manhattan,Greenwich Street,E,Franklin Street,Harrison Street,40.71913368,-74.01022045,981416.8797,201276.48,POINT (-74.01022044582 40.719133675867)
9278,1143009,Active,104503,2HR Pas Mon-Sat 0800-2400,,On Street,Manhattan,East 8 Street,N,University Place,Broadway,40.73146595,-73.99433371,985820.4119,205769.3949,POINT (-73.994333710542 40.731465950378)
11223,1433865,Active,103053,3HR Com Mon-Fri 0800-1900,,On Street,Manhattan,East 51 Street,S,2 Avenue,3 Avenue,40.75621363,-73.96985178,992602.4757,214787.1499,POINT (-73.969851775654 40.756213628124)
5850,3249872,Active,337867,2 HR Pas Mon-Fri 1000-1900 /2 HR Pas Sat 0800-1900,,On Street,Brooklyn,Flatbush Avenue,E,Plaza St East,Sterling Place,40.67552618,-73.97113603,992256.3636,185390.1306,POINT (-73.971136029456 40.675526178055)
15090,1363005,Active,114645,2 HR Pas Mon-Fri 1300-1900 /2 HR Pas Sat 0900-1900,,On Street,Manhattan,Amsterdam Avenue,E,West 144 Street,West 145 Street,40.82477333,-73.94782329,998690.5243,239768.6747,POINT (-73.947823285883 40.824773331683)
14720,1183083,Inactive,102215,3HR Com Mon-Sat 0900-1900,,On Street,Manhattan,East 62 Street,N,5 Avenue,Madison Avenue,40.76598635,-73.97116586,992237.2412,218347.5486,POINT (-73.971165857686 40.76598634543)
14623,1273015,Active,111607,2HR Pas Mon-Sat 0800-1900,,On Street,Manhattan,Madison Avenue,E,East 87 Street,East 88 Street,40.78184888,-73.95798392,995885.9501,224128.2778,POINT (-73.95798391856 40.781848881434)
296,4122292,Active,468637,2 HR Pas Mon-Sat 1000-1900,,On Street,Queens,Roosevelt Avenue,S,75 Street,76 Street,40.74693346,-73.89002444,1014722.639,211423.7773,POINT (-73.890024438192 40.746933462863)
